The Wedding Planner	4	55	While she attempts to free herself a taxi collides with a dumpster and it comes hurtling towards her.
The Wedding Planner	5	55	A man standing nearby rushes in and pulls her away just before the dumpster crashes.
The Wedding Planner	6	55	Mary manages to thank the man before fainting.
The Wedding Planner	7	55	She later wakes up in hospital and the man who saved her is revealed to be the local pediatrician, Steve Edison (Matthew McConaughey).
The Wedding Planner	8	55	When Mary's friend and colleague Penny (Judy Greer) arrives she persuades Steve to attend an outdoor movie screening with them at the park, only to make up an excuse to leave the pair alone.
The Wedding Planner	9	55	At the movie Mary and Steve dance but as they are about to kiss a heavy downpour forces them to run for cover.
The Wedding Planner	10	55	A few days later Mary and Fran are at another of Mary’s weddings and Fran teases her for her dreamy look before Mary tells her about her movie date.
The Wedding Planner	11	55	Later on Mary is attending a dance lesson with another of her clients.
The Wedding Planner	12	55	Fran is also attending and introduces Mary to her fiancé 'Eddie' who turns out to be Steve.
The Wedding Planner	13	55	When Fran leaves the pair to dance together Mary angrily rebukes him for leading her on and going behind Fran’s back.
The Wedding Planner	14	55	Mary is left wondering whether she should continue to plan Fran and Steve's wedding, while Steve is left wondering whether his chemistry with Mary is a sign that he shouldn’t be marrying Fran.
The Wedding Planner	15	55	Penny persuades Mary that her career is more important than whatever attraction she might have felt for Steve and Steve's colleague persuades him that the connection he had with Mary was just the result of pre-wedding nerves.
The Wedding Planner	16	55	When they arrive at a potential wedding venue in Napa Valley, Massimo appears and, to Mary's confusion and horror, introduces himself as her fiancé.
The Wedding Planner	17	55	Later when the four of them, along with Fran’s parents, are riding on horseback through the estate, Mrs Donolly’s singing frightens Mary's horse and it rushes off with a terrified Mary clinging on.
The Wedding Planner	18	55	Steve instantly gallops after Mary and rescues her from the out of control horse.
The Wedding Planner	19	55	When the pair are alone he bitterly rebukes her for condemning his actions when she was also engaged.
The Wedding Planner	20	55	At home, Mary’s father excitedly talks about her upcoming wedding, only for her to reveal that she and Massimo are not engaged before scolding her father for trying to arrange her marriage.
The Wedding Planner	21	55	Her father then reveals that his wedding with her mother, which Mary had always seen as the perfect marriage, was actually arranged and only became a loving relationship months later, leaving Mary feeling very confused.
The Wedding Planner	22	55	Mary, Fran and Steve visit another potential wedding venue.
The Wedding Planner	23	55	Differences in opinion between the couple begin to emerge but Steve agrees with whatever makes Fran happy.
The Wedding Planner	24	55	Fran reveals she is going on a week-long business trip, and leaves Mary and Steve to continue with the wedding preparations.
The Wedding Planner	25	55	The two apologize to each other for their angry words, and soon start becoming friends.
The Wedding Planner	26	55	While looking for flowers, however, they run into a couple, Keith and Wendy, both whom Mary knows from her past.
The Wedding Planner	27	55	When Steve asks how they all know each other, Mary reveals that Keith used to be her fiancé.
The Wedding Planner	28	55	But Wendy was his secret high-school girlfriend, and she caught him cheating after seeing them making out in her car on the night of their rehearsal dinner.
The Wedding Planner	29	55	That night, Mary ends up getting so drunk that she winds up going in the middle of the road, and then struggles to get back in her apartment building.
The Wedding Planner	30	55	She then breaks down and laments over Keith being married and expecting a baby while she is still alone and miserable.
The Wedding Planner	31	55	Steve finally manages to get them in Mary's apartment when another tenant opens the door for them.
The Wedding Planner	32	55	Mary sobers and Steve decides to stay with her for a while.
The Wedding Planner	33	55	During that time, he comforts her and insists that Keith was a fool to pick Wendy over her.
The Wedding Planner	34	55	He then leaves but quickly returns and confesses that he has feelings for Mary.
The Wedding Planner	35	55	She sadly replies that she respects Fran too much to let anything happen between them and sends Steve away.
The Wedding Planner	36	55	Fran returns early from her trip and comes to speak with Mary.
The Wedding Planner	37	55	Mary fears that Steve has revealed his feelings for her but instead Fran reveals she doesn't know if she is in love with Steve anymore.
The Wedding Planner	38	55	Ignoring her heart, Mary persuades Fran to go ahead with the wedding.
The Wedding Planner	39	55	At a birthday party they are both attending, Massimo offers Mary a heartfelt proposal and after a little hesitation she finally agreed to marry him.
The Wedding Planner	40	55	The two couple's prepare for their weddings.
The Wedding Planner	41	55	When the day arrives Mary leaves Penny to coordinate the Donolly wedding before she goes to the town hall to marry Massimo.
The Wedding Planner	42	55	Before the wedding starts, Steve takes Fran for a walk and asks her if they’re doing the right thing.
The Wedding Planner	43	55	Fran eventually admits that she doesn't want to get married.
The Wedding Planner	44	55	The pair part as friends and Fran leaves to go on their honeymoon alone.
The Wedding Planner	45	55	Penny, surprised at seeing this, comes over to Steve.
The Wedding Planner	46	55	When asking her where Mary is, Penny then reveals her marriage plans to Steve and he rushes off to stop her.
The Wedding Planner	47	55	At the town hall, Massimo and Mary prepare to marry but her father stops the ceremony, realizing that the wedding is what he wants for her and not what she wants.
The Wedding Planner	48	55	Mary, who has given up on true love, insists that life isn’t a fairytale and marrying Massimo is the right thing to do.
The Wedding Planner	49	55	But later, she realizes that he is not the one and ends up leaving the ceremony after all.
The Wedding Planner	50	55	Steve arrives to find Mary's father and Massimo outside.
The Wedding Planner	51	55	Massimo reveals that he couldn't go ahead with the wedding knowing that Mary was not in love with him and actually in love with Steve.
The Wedding Planner	52	55	Steve reveals his feelings to Mary’s father, who tells him to go and get her.
The Wedding Planner	53	55	Steve and Massimo ride off on Massimo's scooter to the park where another outdoor movie is starting.
The Wedding Planner	54	55	Steve finds Mary, asks her to dance and they kiss.
Forrest Gump	0	38	The plot is delivered in a number of lengthy flashbacks in the narrative of Forrest Gump (Tom Hanks) as he sits at a bus stop with a suitcase full of mementos in Savannah, Georgia in 1981.
Forrest Gump	1	38	He initiates conversation with a stranger and recalls his childhood in Greenbow, Alabama during the 1950s.
Forrest Gump	2	38	Forrest is raised by a single mother (Sally Field) who runs a bed and breakfast for travelling folk including at one point a young Elvis Presley, and has to wear leg braces to fix a crooked back.
Forrest Gump	3	38	Despite having a diminished intellect, Forrest is admitted to public school after his mother agrees to have sex with the principal.
Forrest Gump	4	38	On his first day of school, Forrest meets Jenny Curran, a girl his age who becomes his best friend and is a victim of child molestation by her father.
Forrest Gump	5	38	The children bond, finding in each other a confidante and kindred spirit.
Forrest Gump	6	38	With Jenny's encouragement, Forrest runs away from a group of bullies, struggling until his leg braces break off and he finds that he is able to run very fast.
Forrest Gump	7	38	Years later, while fleeing the same group of bullies, he runs onto a football field during a practice observed by legendary coach Paul "Bear" Bryant, which gets him into the University of Alabama on a football scholarship.
Forrest Gump	8	38	He features in the Stand in the Schoolhouse Door and listens to George Wallace.
Forrest Gump	9	38	He then meets President John Kennedy as a member of the NCAA "All-American" team.
Forrest Gump	10	38	After graduation, he enlists in the army, where he excels at drill exercises and befriends fellow recruit Benjamin Buford Blue, nicknamed "Bubba" (Mykelti Williamson), an aspiring shrimp boat captain who suggests they go into the shrimp business together after the war.
Forrest Gump	11	38	They are sent to Vietnam under Lieutenant Dan Taylor (Gary Sinise).
Forrest Gump	12	38	After four months of patrolling in rain, Bubba is killed during their first encounter, an ambush which leaves many of their fellow soldiers wounded.
Forrest Gump	13	38	Lieutenant Dan sustains major injuries and loses both his legs.
Forrest Gump	14	38	Forrest is wounded in the buttocks while saving members of his platoon—including Lieutenant Dan—and is awarded the Medal of Honor, presented to him by President Lyndon Johnson at the White House.
Forrest Gump	15	38	At an anti-war rally in Washington featuring Abbie Hoffman, Forrest reunites with Jenny, who has joined the hippie movement after being expelled from college over topless photos of herself and experimenting with drugs.
Forrest Gump	16	38	While recovering from his wounds, Forrest discovers an aptitude for ping-pong, eventually playing against the Chinese in ping-pong diplomacy.
Forrest Gump	17	38	He runs into Lieutenant Dan, and finds that the former officer is now in a wheelchair and has become an embittered drunk living on disability pension.
Forrest Gump	18	38	Forrest is discharged and moves in with Dan and they spend the holidays together, with Forrest explaining his and Bubba's plan to go into the shrimping business and his intentions to fulfill Bubba's dream, which lt Dan disdainfully mocks.
Forrest Gump	19	38	During this period Forrest ends up meeting President Nixon and accidentally reveals the Watergate scandal.
Forrest Gump	20	38	After being discharged from the Army, Gump returns to Alabama and makes from ping pong endorsements, which he uses to buy a shrimping boat, fulfilling his promise to Bubba.
Forrest Gump	21	38	lt Dan joins Gump, and although they initially have little success, after Hurricane Carmen they are the only boat in the area left standing, and they begin to pull in huge amounts of shrimp.
Forrest Gump	22	38	They use their income to buy an entire fleet of shrimp boats.
Forrest Gump	23	38	lt Dan invests the money in Apple and they are financially secure for the rest of their lives.
Forrest Gump	24	38	Forrest returns home when his mother falls terminally ill and stays with her until her death.
Forrest Gump	25	38	Forrest donates much of his money to various causes, including a substantial sum to Bubba's family, and continues to live in the house where he grew up, taking a job as a groundskeeper.
Forrest Gump	26	38	Despite his success and finally coming home, he is lonely and often thinks of Jenny, who has been living a life of promiscuity and substance abuse.
Forrest Gump	27	38	One day, she returns to Alabama and stays with Forrest.
Forrest Gump	28	38	He asks her to marry him, but she declines because of her troubled past.
Forrest Gump	29	38	However, they have sex that night.
Forrest Gump	30	38	After she leaves the next day, a frustrated Forrest decides to go for a run, which turns into a multiple coast-to-coast three-and-a-half year journey, bringing him once more to national attention.
Forrest Gump	31	38	Back in the "present day", Gump reveals to his ever-rotating bus stop audience that he is travelling because he received a letter from Jenny, who is now living in Savannah and had seen him on TV during his running and invited him to visit.
Forrest Gump	32	38	Jenny reveals Forrest to be the father of her child, also named Forrest (Haley Joel Osment), and that she is suffering from an unknown virus (considering the timeline, it is assumed to be AIDS).
Forrest Gump	33	38	Jenny proposes to Forrest, and he accepts.
Forrest Gump	34	38	Forrest and Jenny return to Greenbow with Forrest Jr.
Forrest Gump	35	38	and are finally married; lt Dan attends the wedding with his Vietnamese fiancée Susan and shows Forrest his new prosthetic legs.
Forrest Gump	36	38	Jenny eventually dies of her illness, and Forrest becomes a devoted father to Forrest Jr.
Forrest Gump	37	38	Later, Gump is waiting with his son for the school bus to pick him up for his first day of school.
Everyone Says I Love You	0	3	The emotions of an extended upper-class family in Manhattan are followed in song from NY to Paris and Venice.
Everyone Says I Love You	1	3	Various friends, lovers, acquaintances, and relatives act, interact, and sing, in New York, Venice, and Paris.
Everyone Says I Love You	2	3	Young lovers Holden and Skylar in Manhattan; Skylar's parents, Bob and Steffi; Joe, an ex-husband of Steffi; DJ, a daughter from the marriage of Joe and Steffi; Von, a lady whom Joe meets in Venice; a recently released prison inmate, Charles Ferry, who is inserted between Skyler and Holden, resulting in their breakup.
A Midsummer Night's Dream	0	53	The play consists of four interconnecting plots, connected by a celebration of the wedding of Duke Theseus of Athens and the Amazon queen, Hippolyta, which is set simultaneously in the woodland and in the realm of Fairyland, under the light of the moon.
A Midsummer Night's Dream	1	53	The play opens with Hermia, who is in love with Lysander, resistant to her father Egeus' demand that she wed Demetrius, whom he has arranged for her to marry.
A Midsummer Night's Dream	2	53	Helena meanwhile pines unrequitedly for Demetrius.
A Midsummer Night's Dream	3	53	Enraged, Egeus invokes an ancient Athenian law before Duke Theseus, whereby a daughter must marry the suitor chosen by her father, or else face death.
A Midsummer Night's Dream	4	53	Theseus offers her another choice: lifelong chastity while worshipping the goddess Artemis as a nun.
A Midsummer Night's Dream	5	53	Peter Quince and his fellow players Nick Bottom, Francis Flute, Robin Starveling, Tom Snout, and Snug plan to put on a play for the wedding of the Duke and the Queen, "the most lamentable comedy and most cruel death of Pyramus and Thisbe".
A Midsummer Night's Dream	6	53	Quince reads the names of characters and bestows them to the players.
A Midsummer Night's Dream	7	53	Nick Bottom, who is playing the main role of Pyramus, is over-enthusiastic and wants to dominate others by suggesting himself for the characters of Thisbe, the Lion, and Pyramus at the same time.
A Midsummer Night's Dream	8	53	He would also rather be a tyrant and recites some lines of Ercles.
A Midsummer Night's Dream	9	53	Bottom is told by Quince that he would do the Lion so terribly as to frighten the duchess and ladies enough for the Duke and Lords to have the players hanged.
A Midsummer Night's Dream	10	53	Quince ends the meeting with "at the Duke's oak we meet".
A Midsummer Night's Dream	11	53	In a parallel plot line, Oberon, king of the fairies, and Titania, his queen, have come to the forest outside Athens.
A Midsummer Night's Dream	12	53	Titania tells Oberon that she plans to stay there until she has attended Theseus and Hippolyta's wedding.
A Midsummer Night's Dream	13	53	Oberon and Titania are estranged because Titania refuses to give her Indian changeling to Oberon for use as his "knight" or "henchman", since the child's mother was one of Titania's worshippers.
A Midsummer Night's Dream	14	53	Oberon seeks to punish Titania's disobedience.
A Midsummer Night's Dream	15	53	He calls upon Robin "Puck" Goodfellow, his "shrewd and knavish sprite", to help him concoct a magical juice derived from a flower called "love-in-idleness", which turns from white to purple when struck by Cupid's arrow.
A Midsummer Night's Dream	16	53	When the concoction is applied to the eyelids of a sleeping person, that person, upon waking, falls in love with the first living thing they perceive.
A Midsummer Night's Dream	17	53	He instructs Puck to retrieve the flower with the hope that he might make Titania fall in love with an animal of the forest and thereby shame her into giving up the little Indian boy.
A Midsummer Night's Dream	18	53	He says, "And ere I take this charm from off her sight,/As I can take it with another herb,/I'll make her render up her page to me".
A Midsummer Night's Dream	19	53	Hermia and Lysander have escaped to the same forest in hopes of eloping.
A Midsummer Night's Dream	20	53	Helena, desperate to reclaim Demetrius's love, tells Demetrius about the plan and he follows them in hopes of killing Lysander.
A Midsummer Night's Dream	21	53	Helena continually makes advances towards Demetrius, promising to love him more than Hermia.
A Midsummer Night's Dream	22	53	However, he rebuffs her with cruel insults against her.
A Midsummer Night's Dream	23	53	Observing this, Oberon orders Puck to spread some of the magical juice from the flower on the eyelids of the young Athenian man.
A Midsummer Night's Dream	24	53	Instead, Puck mistakes Lysander for Demetrius, not having actually seen either before, and administers the juice to the sleeping Lysander.
A Midsummer Night's Dream	25	53	Helena, coming across him, wakes him while attempting to determine whether he is dead or asleep.
A Midsummer Night's Dream	26	53	Upon this happening, Lysander immediately falls in love with Helena.
A Midsummer Night's Dream	27	53	Oberon sees Demetrius still following Hermia and is enraged.
A Midsummer Night's Dream	28	53	When Demetrius goes to sleep, Oberon sends Puck to get Helena while he charms Demetrius' eyes.
A Midsummer Night's Dream	29	53	Upon waking up, he sees Helena.
A Midsummer Night's Dream	30	53	Now, both men are in pursuit of Helena.
A Midsummer Night's Dream	31	53	However, she is convinced that her two suitors are mocking her, as neither loved her originally.
A Midsummer Night's Dream	32	53	Hermia is at a loss to see why her lover has abandoned her, and accuses Helena of stealing Lysander away from her.
A Midsummer Night's Dream	33	53	The four quarrel with each other until Lysander and Demetrius become so enraged that they seek a place to duel to prove whose love for Helena is the greater.
A Midsummer Night's Dream	34	53	Oberon orders Puck to keep Lysander and Demetrius from catching up with one another and to remove the charm from Lysander so Lysander can return to love Hermia, while Demetrius continues to love Helena.
A Midsummer Night's Dream	35	53	Meanwhile, Quince and his band of six labourers ("rude mechanicals", as they are described by Puck) have arranged to perform their play about Pyramus and Thisbe for Theseus' wedding and venture into the forest, near Titania's bower, for their rehearsal.
A Midsummer Night's Dream	36	53	Bottom is spotted by Puck, who (taking his name to be another word for a jackass) transforms his head into that of a donkey.
A Midsummer Night's Dream	37	53	When Bottom returns for his next lines, the other workmen run screaming in terror: They claim that they are haunted, much to Bottom's confusion.
A Midsummer Night's Dream	38	53	Determined to await his friends, he begins to sing to himself.
A Midsummer Night's Dream	39	53	Titania, having received the love-potion, is awakened by Bottom's singing and immediately falls in love with him.
A Midsummer Night's Dream	40	53	She lavishes him with the attention of her and her fairies, and while she is in this state of devotion, Oberon takes the changeling.
A Midsummer Night's Dream	41	53	Having achieved his goals, Oberon releases Titania, orders Puck to remove the donkey's head from Bottom, and arranges everything so Helena, Hermia, Demetrius and Lysander will all believe they have been dreaming when they awaken.
A Midsummer Night's Dream	42	53	Puck distracts Lysander and Demetrius from fighting over Helena's love by mimicking their voices and leading them apart.
A Midsummer Night's Dream	43	53	Eventually, all four find themselves separately falling asleep in the glade.
A Midsummer Night's Dream	44	53	Once they fall asleep, Puck administers the love potion to Lysander again, claiming all will be well in the morning.
A Midsummer Night's Dream	45	53	The fairies then disappear, and Theseus and Hippolyta arrive on the scene, during an early morning hunt.
A Midsummer Night's Dream	46	53	They wake the lovers and, since Demetrius no longer loves Hermia, Theseus over-rules Egeus's demands and arranges a group wedding.
A Midsummer Night's Dream	47	53	The lovers decide that the night's events must have been a dream.
A Midsummer Night's Dream	48	53	After they exit, Bottom awakes, and he too decides that he must have experienced a dream "past the wit of man".
A Midsummer Night's Dream	49	53	In Athens, Theseus, Hippolyta and the lovers watch the six workmen perform Pyramus and Thisbe.
A Midsummer Night's Dream	50	53	The performers are so terrible playing their roles that the guests laugh as if it were meant to be a comedy, and everyone retires to bed.
A Midsummer Night's Dream	51	53	Afterwards, Oberon, Titania, Puck, and other fairies enter, and bless the house and its occupants with good fortune.
A Midsummer Night's Dream	52	53	After all the other characters leave, Puck "restores amends" and suggests to the audience that what they just experienced might be nothing more than a dream.
The Apartment	0	39	Calvin Clifford (C) "Bud" Baxter (Jack Lemmon) is a lonely office drudge at a national insurance corporation in a high-rise building in New York City.
The Apartment	1	39	In order to climb the corporate ladder, Bud allows four company managers, who reinforce their position over him by regularly calling him "Buddy Boy," to take turns borrowing his Upper West Side apartment for their various extramarital liaisons, which are so noisy that his neighbors assume that he is a playboy bringing home different women every night.
The Apartment	2	39	The four managers (Ray Walston, David Lewis, Willard Waterman, and David White) write glowing reports about Bud, who hopes for a promotion from the personnel director, Jeff Sheldrake (Fred MacMurray).
The Apartment	3	39	Sheldrake calls Baxter to his office but says that he has found out why they were so enthusiastic.
The Apartment	4	39	Then he goes on to promote him in return for exclusive privileges to borrow the apartment.
The Apartment	5	39	He insists on using it that same night and, as compensation for such short notice, gives Baxter two company-sponsored tickets to the hit Broadway musical The Music Man.
The Apartment	6	39	After work, Bud catches Fran Kubelik (Shirley MacLaine), an elevator operator on whom he has had his eye, and asks her to go to the musical with him.
The Apartment	7	39	They agree to meet at the theater after she has a drink with a former fling.
The Apartment	8	39	The man whom she meets, by coincidence, is Sheldrake, who convinces her that he is about to divorce his wife for her.
The Apartment	9	39	They go to Baxter's apartment as Baxter waits forlornly outside the theater.
The Apartment	10	39	Several weeks later, at the company's raucous Christmas party, Sheldrake's secretary Miss Olsen (Edie Adams), drunkenly reveals to Fran that Fran is just the latest in a string of female employees whom Sheldrake has seduced into affairs with the promise of divorcing his wife, with Miss Olsen herself being one of them.
The Apartment	11	39	At Bud's apartment, Fran confronts Sheldrake, upset with herself for believing his lies.
The Apartment	12	39	Sheldrake maintains that he genuinely loves her but then leaves to return to his suburban family as usual.
The Apartment	13	39	Meanwhile, Bud accidentally finds out about Sheldrake and Fran.
The Apartment	14	39	Heartbroken, he lets himself be picked up by a woman (Hope Holiday) at a local bar.
The Apartment	15	39	When they arrive at his apartment, he is shocked to find Fran in his bed, fully clothed and unconscious from an intentional overdose of his sleeping pills.
The Apartment	16	39	He enlists the help of his neighbor, dr Dreyfuss (Jack Kruschen), to revive Fran without notifying the authorities and sends his confused bar pickup home.
The Apartment	17	39	To protect his job, he lets Dreyfuss believe that he and Fran are lovers who had fought, which he took so lightly that he was meeting another woman while she was attempting suicide.
The Apartment	18	39	This comes as no surprise to dr Dreyfuss or his wife, who long assumed Baxter was a womanizing playboy from all the noise coming from his apartment at all hours.
The Apartment	19	39	Fran spends two days recuperating at his apartment, while Bud tries entertaining and distracting her from any further suicidal thoughts, talking her into playing numerous hands of gin rummy.
The Apartment	20	39	Since she has been missing, Fran's brother-in-law Karl Matuschka (Johnny Seven) comes to the office looking for her.
The Apartment	21	39	She has not been there and neither has Baxter.
The Apartment	22	39	The previous day, one of the executives had seen Fran in the bedroom when he came to the apartment hoping to borrow it, and mentioned it to the other executives.
The Apartment	23	39	Resenting Bud for denying them access to his apartment, the executives direct the man there.
The Apartment	24	39	Baxter again takes responsibility for Fran's actions, and Karl punches him twice in the face.
The Apartment	25	39	Fran kisses Bud for not revealing her affair with Sheldrake to Karl, and Bud, sensing that she now cares for him, smiles and says the punch "didn't hurt a bit".
The Apartment	26	39	Sheldrake rewards Bud with a further promotion and fires Miss Olsen for telling Fran his history of womanizing.
The Apartment	27	39	However, Miss Olsen retaliates by telling his wife, who promptly throws him out.
The Apartment	28	39	Sheldrake moves into a room at his athletic club but now figures that he can string Fran along while he enjoys his newfound bachelorhood.
The Apartment	29	39	When Sheldrake asks Bud for the key to the apartment on New Year's Eve, Bud refuses and quits the firm.
The Apartment	30	39	That night at a party, an indignant Sheldrake tells Fran about Bud refusing to let Sheldrake use the apartment, especially for bringing Fran there, and then quitting.
The Apartment	31	39	Fran finally realizes that Baxter is the man who truly loves her.
The Apartment	32	39	Fran deserts Sheldrake at the party and runs to Bud's apartment.
The Apartment	33	39	Arriving at the door, she hears a loud noise like a gunshot.
The Apartment	34	39	Afraid that Bud has shot himself, Fran pounds on the door.
The Apartment	35	39	Bud, holding a bottle of overflowing champagne, finally opens the door, surprised and delighted that Fran is there.
The Apartment	36	39	Bud has been packing for a move to another job and city.
The Apartment	37	39	Fran insists on resuming their gin rummy game, telling Bud that she is now free as well.
The Apartment	38	39	When he declares his love for her, her reply is the now-famous final line of the film: "Shut up and deal", delivered with a loving and radiant smile.
The World According to Garp	0	24	The story deals with the life of Garp.
The World According to Garp	1	24	His mother, Jenny Fields, is a strong-willed nurse who wants a child but not a husband.
The World According to Garp	2	24	She encounters a dying ball turret gunner known only as Technical Sergeant Garp, who was severely brain damaged in combat.
The World According to Garp	3	24	Jenny nurses Garp, observing his infantile state and almost perpetual autonomic sexual arousal.
